FID_,OBJECTID,OA11CD,POINT_X,POINT_Y,All_categ,km0_2,km2_5,km5_10,km10_20,km20_30,km30_40,km40_60,km60_over,home_work,other,Total_km,Average_km
,2564,E00074099,357832.988000000010000,175450.431000000010000,167,34,57,25,16,1,3,3,4,16,8,1443.700000000000000,10.100000000000000
,2565,E00073379,361877.420999999970000,170094.889000000000000,170,32,51,30,12,2,3,1,5,19,15,1532.800000000000000,11.300000000000001
,2566,E00074019,360409.670999999970000,173855.087999999990000,92,33,23,7,6,1,0,1,5,7,9,1072.900000000000100,14.100000000000000
,2567,E00074098,358370.150000000020000,175608.283000000000000,169,28,66,14,7,1,1,3,6,34,9,1843.300000000000000,14.600000000000000
,2568,E00073326,357282.925999999980000,169785.831999999990000,122,22,39,22,13,0,1,0,4,10,11,1195.800000000000000,11.800000000000001
,2569,E00073327,357058.169999999980000,169610.932999999990000,149,23,51,25,20,0,1,0,3,8,18,1050.700000000000000,8.500000000000000
,2570,E00073324,357555.805999999980000,169707.859999999990000,166,38,67,18,16,2,1,3,3,8,10,1275.500000000000000,8.600000000000000
,2571,E00073325,357675.449000000020000,170136.204999999990000,204,40,66,31,20,2,4,2,2,11,26,1361.700000000000000,8.199999999999999
,2572,E00073322,356602.447999999970000,169395.943999999990000,167,27,56,21,22,3,1,0,1,22,14,957.500000000000000,7.300000000000000
,2573,E00073323,357501.949000000020000,169829.551000000010000,159,41,55,17,19,1,0,0,4,10,12,1300.400000000000100,9.500000000000000
,2574,E00073320,357548.510000000010000,170038.954999999990000,174,26,53,40,17,5,0,3,0,14,16,1020.000000000000000,7.100000000000000
,2575,E00073321,357371.094999999970000,169995.443999999990000,152,39,52,14,11,1,3,0,4,9,19,1364.700000000000000,11.000000000000000
,2576,E00073328,357302.132999999970000,169506.693999999990000,178,24,74,19,24,1,1,0,7,13,15,1709.099999999999900,11.400000000000000
,2577,E00073329,356913.240999999980000,169545.701000000000000,136,25,45,25,11,4,1,0,2,10,13,1204.099999999999900,10.699999999999999
,2578,E00073316,356396.510000000010000,167550.731000000000000,107,13,18,38,23,1,0,0,4,5,5,1331.900000000000100,13.699999999999999
,2579,E00074425,358919.897000000000000,171391.329000000000000,177,54,43,14,22,4,1,3,6,14,16,1678.300000000000000,11.400000000000000
,2580,E00073771,357442.663000000000000,179411.682999999990000,120,14,32,34,11,1,3,1,4,7,13,1500.000000000000000,15.000000000000000
,2581,E00074182,362433.081000000010000,173558.383000000000000,75,9,27,7,5,4,2,1,6,7,7,1399.000000000000000,22.899999999999999
,2582,E00074108,359108.371999999970000,175164.234999999990000,222,60,71,29,6,2,6,3,8,22,15,2359.900000000000100,12.800000000000001
,2583,E00074344,358007.476000000020000,177576.693000000000000,99,18,32,19,5,0,1,0,4,12,8,1208.200000000000000,15.300000000000001
,2584,E00074333,357088.621999999970000,178268.708000000010000,149,11,29,57,9,3,3,4,8,16,9,2072.599999999999900,16.699999999999999
,2585,E00074338,356013.239999999990000,177352.916000000000000,157,10,36,48,11,3,4,4,7,22,12,2272.599999999999900,18.500000000000000
,2586,E00073856,364008.243000000020000,174797.265000000010000,150,30,29,44,12,1,0,1,5,10,18,1487.000000000000000,12.199999999999999
,2587,E00073411,361172.347000000010000,170829.894000000000000,177,37,57,18,17,2,4,1,4,14,23,1618.500000000000000,11.600000000000000
,2588,E00073169,359701.359000000000000,174575.331999999990000,262,69,71,21,22,4,3,5,11,25,31,2956.800000000000200,14.400000000000000
,2589,E00073156,360251.038999999990000,174857.783000000000000,168,33,49,17,9,3,1,1,4,23,28,1323.700000000000000,11.300000000000001
,2590,E00073181,359542.919999999980000,174129.003999999990000,196,84,29,29,12,2,2,0,6,11,21,1391.500000000000000,8.500000000000000
,2591,E00174217,358835.563000000020000,173682.323000000000000,92,64,6,10,0,0,0,2,3,6,1,628.399999999999980,7.400000000000000
,2592,E00073688,363914.141999999990000,176408.014000000000000,106,26,18,32,8,1,1,2,1,6,11,784.700000000000050,8.800000000000001
,2593,E00074225,358950.738000000010000,179508.992999999990000,161,33,32,51,8,2,2,0,4,18,11,1453.700000000000000,11.000000000000000
,2594,E00074215,358641.734999999990000,178193.111999999990000,138,30,33,35,5,5,1,0,10,7,12,1998.300000000000000,16.800000000000001
,2595,E00073527,357940.390000000010000,174072.402999999990000,165,79,17,21,8,3,4,6,4,13,10,1720.099999999999900,12.100000000000000
,2596,E00073524,357734.515000000010000,174323.980000000010000,187,64,34,29,10,4,1,4,7,25,9,2080.699999999999800,13.600000000000000
,2597,E00074406,359134.270000000020000,170811.173000000010000,124,35,44,17,11,3,0,1,2,5,6,865.200000000000050,7.700000000000000
,2598,E00074404,359087.954000000030000,171018.594000000010000,216,65,68,14,27,4,1,1,5,17,14,1665.200000000000000,9.000000000000000
,2599,E00073781,360490.572999999970000,169691.502000000010000,168,16,70,20,20,1,1,2,8,17,13,2094.400000000000100,15.199999999999999
,2600,E00073296,359048.446000000000000,176258.918999999990000,173,29,81,24,9,1,2,4,3,10,10,1314.099999999999900,8.600000000000000
,2601,E00073461,357390.322999999970000,172578.670000000010000,155,53,23,22,5,4,3,9,5,21,10,1604.500000000000000,12.900000000000000
,2602,E00073630,362608.549000000000000,175458.880000000000000,179,18,73,40,10,5,1,3,3,15,11,1448.700000000000000,9.500000000000000
,2603,E00074020,360603.287000000010000,173985.024000000000000,178,54,51,18,10,0,3,4,6,20,12,1691.700000000000000,11.600000000000000
,2604,E00174214,359185.359999999990000,173836.277999999990000,144,72,16,16,8,2,1,0,9,8,12,1746.500000000000000,14.100000000000000
,2605,E00074028,359769.137999999980000,173479.489000000000000,72,30,10,7,4,0,1,0,7,6,7,1162.599999999999900,19.699999999999999
,2606,E00174293,358716.048000000010000,173002.103999999990000,140,73,14,8,6,2,0,2,6,22,7,1248.900000000000100,11.300000000000001
,2607,E00074012,360721.023999999980000,174341.560999999990000,72,16,32,6,4,0,0,0,3,6,5,723.700000000000050,11.900000000000000
,2608,E00174279,359114.711000000010000,174284.861999999990000,127,58,14,16,5,1,0,3,3,13,14,929.000000000000000,9.300000000000001
,2609,E00073310,356638.914999999980000,168084.288000000000000,145,22,35,47,13,1,0,0,1,12,14,791.899999999999980,6.700000000000000
,2610,E00073391,361732.433000000020000,172101.239999999990000,169,45,52,16,12,5,2,4,4,16,13,1658.300000000000000,11.800000000000001
,2611,E00073560,361452.125999999990000,173566.388000000010000,153,35,68,15,6,0,0,3,3,8,15,1092.900000000000100,8.400000000000000
,2612,E00073580,361546.318000000030000,173820.882000000010000,200,29,84,24,14,4,1,1,5,13,25,2086.000000000000000,12.900000000000000
,2613,E00074124,363878.972000000010000,173535.378999999990000,163,26,35,40,22,2,0,1,3,16,18,1745.300000000000000,13.500000000000000
,2614,E00074386,360061.821999999990000,167296.783000000000000,173,22,32,65,17,2,1,0,6,9,19,1952.599999999999900,13.500000000000000
,2615,E00073257,356778.701999999990000,170439.654000000010000,180,33,69,26,17,0,0,1,4,9,21,1298.599999999999900,8.699999999999999
,2616,E00073207,352920.712999999990000,176662.453000000010000,145,24,27,59,15,4,1,3,0,5,7,983.500000000000000,7.400000000000000
,2617,E00073896,360133.609000000000000,177963.024999999990000,133,28,41,42,5,2,0,2,5,6,2,1562.200000000000000,12.500000000000000
,2618,E00073397,361421.548000000010000,171810.412000000010000,158,37,63,10,16,6,0,3,4,8,11,1460.099999999999900,10.500000000000000
,2619,E00073317,356208.370999999980000,167645.045000000010000,127,14,25,46,17,3,1,0,1,5,15,881.100000000000020,8.199999999999999
,2620,E00073396,360962.875000000000000,171697.155000000000000,186,38,70,18,15,2,2,5,3,19,14,1423.300000000000000,9.300000000000001
,2621,E00073314,356738.126999999980000,167666.657000000010000,80,9,16,26,18,1,0,0,2,2,6,909.799999999999950,12.600000000000000
,2622,E00073395,361810.731000000030000,171896.331000000010000,134,38,49,13,7,1,2,0,4,10,10,1087.800000000000000,9.500000000000000
,2623,E00074266,362278.531000000020000,168157.910000000000000,146,17,29,40,25,4,0,2,1,14,14,990.200000000000050,8.400000000000000
,2624,E00073315,356682.435000000000000,167570.448000000000000,57,2,10,18,8,1,0,0,5,1,12,1350.599999999999900,30.699999999999999
,2625,E00073394,361927.797000000020000,171891.056000000010000,272,49,99,32,29,1,2,0,6,25,29,2007.099999999999900,9.199999999999999
,2626,E00074267,362623.291000000030000,168806.220000000000000,125,18,29,27,18,2,0,1,6,13,11,1638.400000000000100,16.199999999999999
,2627,E00073312,356705.847000000010000,167811.019000000000000,130,22,26,29,21,2,1,0,1,10,18,820.100000000000020,8.000000000000000
,2628,E00073393,361651.118000000020000,171840.257000000010000,172,49,58,25,18,3,1,1,0,5,12,795.399999999999980,5.100000000000000
,2629,E00074264,357515.012999999980000,171811.883000000000000,197,70,40,23,20,3,0,1,11,15,14,2342.199999999999800,13.900000000000000
,2630,E00073313,356205.793000000010000,167781.372999999990000,166,18,33,58,34,2,0,1,3,11,6,1257.300000000000000,8.400000000000000
,2631,E00073392,361602.072999999970000,172041.475000000010000,194,42,72,23,18,1,2,2,5,12,17,1495.099999999999900,9.100000000000000
,2632,E00074265,357930.168999999990000,171968.370000000000000,230,108,42,25,14,1,5,5,3,16,11,1537.200000000000000,7.600000000000000
,2633,E00074262,357136.226000000020000,171256.114999999990000,172,35,47,20,23,4,1,1,9,8,24,2447.099999999999900,17.500000000000000
,2634,E00073311,356493.402999999990000,167942.788999999990000,109,8,31,34,17,2,0,0,3,7,7,1215.599999999999900,12.800000000000001
,2635,E00073390,361933.145000000020000,172120.391999999990000,171,28,69,25,12,4,1,0,0,15,17,697.799999999999950,5.000000000000000
,2636,E00074263,358085.014000000020000,172024.257000000010000,215,109,29,18,15,2,0,4,9,16,13,2103.900000000000100,11.300000000000001
,2637,E00074260,357261.840000000030000,171464.312999999990000,178,44,44,37,17,2,2,0,6,10,16,1796.099999999999900,11.800000000000001
,2638,E00074261,357379.831000000010000,171347.136999999990000,174,60,44,25,11,3,2,0,6,17,6,1772.599999999999900,11.699999999999999
,2639,E00073318,356289.673000000010000,167425.736999999990000,134,10,25,56,23,0,0,0,1,6,13,1229.200000000000000,10.699999999999999
,2640,E00073399,361724.674000000000000,171697.587000000000000,136,36,48,21,14,3,2,0,1,8,3,787.100000000000020,6.300000000000000
,2641,E00073319,357626.282000000010000,170332.546999999990000,198,32,70,38,14,1,3,4,4,16,16,1638.400000000000100,9.900000000000000
,2642,E00073944,354895.418000000010000,178604.549999999990000,84,12,33,25,8,2,0,0,1,0,3,578.100000000000020,7.100000000000000
,2643,E00073553,358298.925999999980000,174333.245000000000000,139,56,14,16,9,2,6,1,12,10,13,3275.900000000000100,28.199999999999999
,2644,E00073945,355099.566999999980000,178546.442000000010000,128,7,47,44,13,1,0,0,2,7,7,911.799999999999950,8.000000000000000
,2645,E00073550,357992.719999999970000,174385.628000000000000,189,66,28,29,6,3,2,4,9,24,18,2349.000000000000000,16.000000000000000
,2646,E00073942,355295.684000000010000,178586.571999999990000,99,4,42,34,5,1,1,1,2,3,6,876.299999999999950,9.699999999999999
,2647,E00073509,357264.272999999990000,174070.611000000000000,175,44,34,21,13,9,5,1,9,21,18,2184.500000000000000,16.100000000000001
,2648,E00073588,361240.710000000020000,173446.783000000000000,30,3,14,9,0,0,0,0,0,0,4,106.900000000000010,4.100000000000000
,2649,E00073938,355424.033000000000000,178624.285999999990000,94,11,37,30,3,1,1,0,2,4,5,922.100000000000020,10.800000000000001
,2650,E00073939,354740.615999999980000,178775.640000000010000,153,13,61,46,12,3,1,0,1,4,12,1000.700000000000000,7.300000000000000
,2651,E00074436,359631.735999999980000,171142.399000000000000,211,47,82,17,22,3,2,2,4,19,13,1782.000000000000000,10.000000000000000
,2652,E00074437,358623.705000000020000,171150.401000000010000,218,66,57,22,14,9,3,1,9,16,21,2498.800000000000200,13.800000000000001
,2653,E00074434,358842.822999999970000,171295.314000000010000,150,44,43,15,13,6,3,1,2,12,11,1034.500000000000000,8.100000000000000
,2654,E00074435,359513.155000000030000,171225.234000000000000,220,58,76,23,17,2,1,6,10,14,13,2793.500000000000000,14.500000000000000
,2655,E00074432,358724.624000000010000,171195.706000000010000,235,74,63,14,19,5,2,5,6,25,22,1695.800000000000000,9.000000000000000
,2656,E00074433,359158.940000000000000,171214.285000000000000,208,60,56,22,19,4,3,6,8,20,10,2413.800000000000200,13.600000000000000
,2657,E00074430,360112.337000000000000,171414.935000000000000,204,54,64,17,15,3,2,2,8,26,13,2209.199999999999800,13.400000000000000
,2658,E00074431,360168.152000000000000,171296.166000000000000,244,38,92,30,27,2,0,3,8,32,12,2353.900000000000100,11.800000000000001
,2659,E00074438,359751.963999999980000,171033.223999999990000,218,47,82,16,17,3,1,1,9,17,25,2261.400000000000100,12.800000000000001
,2660,E00074439,358930.342000000000000,171202.625000000000000,107,33,31,11,17,1,2,2,2,3,5,1027.000000000000000,10.400000000000000
,2661,E00073746,357802.041000000030000,179104.336000000010000,156,19,45,61,7,2,1,1,7,8,5,1922.599999999999900,13.400000000000000
,2662,E00073747,355729.495000000000000,179328.741000000010000,163,10,44,51,6,7,0,9,6,12,18,2030.099999999999900,15.300000000000001
,2663,E00073744,357717.108000000010000,168419.288999999990000,125,24,31,25,19,2,0,2,2,6,14,894.600000000000020,8.500000000000000
,2664,E00074176,362444.145000000020000,173765.772999999990000,169,11,88,21,19,3,2,1,3,10,11,1310.700000000000000,8.900000000000000
,2665,E00073745,357399.102000000010000,168352.037000000010000,89,8,39,22,5,0,0,0,1,4,10,491.100000000000020,6.500000000000000
,2666,E00074177,363461.337999999990000,173761.318999999990000,132,15,47,33,13,3,1,0,6,8,6,1502.700000000000000,12.699999999999999
,2667,E00073742,357806.398999999980000,168802.712000000000000,124,25,40,14,18,2,0,0,2,8,15,874.700000000000050,8.699999999999999
,2668,E00074174,362093.754000000020000,173577.581000000010000,232,24,112,30,15,5,2,3,6,17,18,2114.500000000000000,10.699999999999999
,2669,E00073743,357267.761000000000000,168559.122000000000000,162,19,51,30,19,3,3,2,4,10,21,1518.800000000000000,11.600000000000000
,2670,E00074175,361700.677000000030000,173852.030999999990000,208,40,88,22,13,2,0,1,6,15,21,1862.700000000000000,10.800000000000001
,2671,E00073740,357382.424000000000000,169005.689000000010000,171,28,47,26,28,4,0,0,4,17,17,1287.900000000000100,9.400000000000000
,2672,E00074172,362905.614999999990000,173718.125000000000000,125,19,47,20,10,3,0,0,6,10,10,1735.099999999999900,16.500000000000000
,2673,E00073741,357928.963999999980000,168939.779000000010000,126,28,43,11,22,3,0,0,1,9,9,778.399999999999980,7.200000000000000
,2674,E00074173,363008.490999999980000,173878.160999999990000,178,27,70,32,14,2,1,3,7,10,12,2082.699999999999800,13.400000000000000
,2675,E00074170,362813.690999999990000,173839.575000000010000,159,28,60,29,7,2,0,2,6,5,20,1455.900000000000100,10.900000000000000
,2676,E00074171,363248.749000000010000,173765.121000000010000,146,15,51,36,22,0,1,1,1,5,14,919.200000000000050,7.200000000000000
,2677,E00073748,356017.878000000030000,179375.193999999990000,213,23,64,71,16,3,3,4,6,13,10,2053.099999999999900,10.800000000000001
,2678,E00073749,355611.402000000000000,179166.101000000000000,151,9,39,51,12,3,2,3,7,16,9,1960.500000000000000,15.600000000000000
,2679,E00074178,361756.853999999990000,173702.157000000010000,144,16,58,21,14,1,3,4,5,12,10,1596.900000000000100,13.100000000000000
,2680,E00074179,362962.104999999980000,173572.851000000000000,152,28,51,23,9,2,2,4,3,18,12,1154.300000000000000,9.500000000000000
,2681,E00073736,357483.321999999990000,169220.201999999990000,152,29,48,25,13,4,0,0,2,10,21,951.000000000000000,7.900000000000000
,2682,E00073737,357708.033999999990000,169210.571000000000000,150,32,49,17,11,3,2,2,3,11,20,1026.200000000000000,8.600000000000000
,2683,E00073734,357879.652999999990000,169546.469000000010000,177,43,62,16,22,6,1,0,1,9,17,1026.700000000000000,6.800000000000000
,2684,E00074126,363322.674999999990000,173366.022000000000000,148,27,54,18,20,4,3,1,2,11,8,1285.700000000000000,10.000000000000000
,2685,E00073735,357901.219999999970000,169356.595999999990000,159,17,60,21,23,3,1,0,4,10,20,1602.000000000000000,12.400000000000000
,2686,E00074127,363127.886999999990000,173314.298000000010000,159,26,59,28,18,3,1,2,5,4,13,1553.300000000000000,10.900000000000000
,2687,E00073732,357768.441999999980000,167625.426000000010000,81,14,15,18,12,2,0,0,0,10,10,377.399999999999980,6.200000000000000
,2688,E00073733,357124.324000000020000,167488.413999999990000,103,8,19,26,24,1,0,1,1,9,14,873.299999999999950,10.900000000000000
,2689,E00074125,363955.487000000020000,173362.538000000000000,183,32,63,29,19,1,1,0,5,13,20,1507.000000000000000,10.000000000000000
,2690,E00073730,357649.630000000000000,167704.834000000000000,104,19,23,30,11,5,0,1,5,2,8,1412.599999999999900,15.000000000000000
,2691,E00074122,363851.967000000000000,173661.073999999990000,111,10,30,24,14,1,0,1,3,17,11,1045.500000000000000,12.600000000000000
,2692,E00073731,357364.886999999990000,167647.209999999990000,98,9,22,32,21,2,0,0,1,5,6,761.299999999999950,8.800000000000001
,2693,E00074123,363670.113000000010000,173470.222000000010000,138,19,44,34,10,0,0,1,4,9,17,1337.599999999999900,11.900000000000000
,2694,E00074120,363663.599999999980000,173776.464000000010000,178,21,52,46,20,3,1,1,4,15,15,1491.900000000000100,10.100000000000000
,2695,E00074121,364111.488000000010000,173629.007000000010000,160,27,34,47,17,1,1,3,9,6,15,2322.800000000000200,16.699999999999999
